0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,0,0,0,0,0,0,0,0,0,0,0,0,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,148,150,152,154,156,158,158,156,154,152,150,148,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,149,151,153,155,157,159,159,157,155,153,151,149,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,148,150,152,154,156,158,158,156,154,152,150,148,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,149,151,153,155,157,159,159,157,155,153,151,149,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,148,150,152,154,156,158,158,156,154,152,150,148,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,149,151,153,155,157,159,159,157,155,153,151,149,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,132,134,148,150,148,150,148,150,148,150,152,154,156,158,158,156,154,152,150,148,150,148,150,148,150,148,134,132,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,131,133,135,149,151,149,151,149,151,149,151,153,155,157,159,159,157,155,153,151,149,151,149,151,149,151,149,135,133,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
