128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,127,128,0,0,0
128,128,126,128,0,0,0
128,128,125,128,0,0,0
128,128,124,128,0,0,0
128,128,123,128,0,0,0
128,128,122,128,0,0,0
128,128,121,128,0,0,0
128,128,120,128,0,0,0
128,128,119,128,0,0,0
128,128,118,128,0,0,0
128,128,117,128,0,0,0
128,128,116,128,0,1,0
128,128,115,128,0,0,0
128,128,114,128,0,0,0
128,128,113,128,0,0,0
128,128,112,128,0,0,0
128,128,111,128,0,0,0
128,128,110,128,0,0,0
128,128,109,128,0,0,0
128,128,108,128,0,0,0
128,128,107,128,0,0,0
128,128,106,128,0,0,0
128,128,105,128,0,0,0
128,128,104,128,0,0,0
128,128,103,128,0,0,0
128,128,102,128,0,0,0
128,128,101,128,0,0,0
128,128,100,128,0,0,0
128,128,101,128,0,0,0
128,128,102,128,0,0,0
128,128,103,128,0,0,0
128,128,104,128,0,0,0
128,128,105,128,0,0,0
128,128,106,128,0,0,0
128,128,107,128,0,0,0
128,128,108,128,0,0,0
128,128,109,128,0,0,0
128,128,110,128,0,0,0
128,128,111,128,0,0,0
128,128,112,128,0,0,0
128,128,113,128,0,0,0
128,128,114,128,0,0,0
128,128,115,128,0,1,0
128,128,116,128,0,0,0
128,128,117,128,0,0,0
128,128,118,128,0,0,0
128,128,119,128,0,0,0
128,128,120,128,0,0,0
128,128,121,128,0,0,0
128,128,122,128,0,0,0
128,128,123,128,0,0,0
128,128,124,128,0,0,0
128,128,125,128,0,0,0
128,128,126,128,0,0,0
128,128,127,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,1,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,1,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
128,128,128,128,0,0,0
